Algorithm: Kruskal's MST
MST edges:
36 37 2
23 55 3
85 92 3
11 56 3
14 87 4
63 64 5
30 31 6
24 25 7
66 67 7
35 36 7
97 98 8
95 96 8
48 49 9
3 24 9
45 83 10
55 62 11
0 12 11
7 21 11
0 1 12
6 7 12
78 79 13
6 30 14
63 86 14
13 17 15
34 55 15
14 77 15
60 61 16
19 20 17
26 88 18
55 56 19
53 99 19
22 68 19
9 58 22
54 69 22
22 51 22
20 96 22
69 70 22
1 2 23
15 16 24
52 53 24
40 41 24
43 93 24
25 43 25
92 93 25
71 72 25
2 91 26
68 92 26
5 93 26
51 52 27
2 99 28
13 80 28
27 67 29
32 33 30
22 96 30
87 96 30
39 40 30
74 75 30
17 18 30
76 89 30
57 58 30
94 95 31
64 65 31
47 48 32
87 88 32
32 57 33
3 81 33
8 12 33
59 60 34
59 72 34
35 70 34
75 86 34
81 84 35
9 16 36
20 21 36
82 83 37
53 54 38
98 99 38
24 59 38
13 14 38
54 55 39
50 51 40
44 45 41
16 17 42
26 27 43
81 82 45
49 50 45
42 69 45
10 11 45
66 73 45
12 41 46
29 30 47
38 39 49
28 29 49
89 90 51
90 91 51
85 86 56
28 46 63
4 5 65
79 80 87
Total MST weight: 2727
Execution time: 0.0829 ms

Algorithm: Prim's MST
MST edges:
0 12 11
0 1 12
1 2 23
2 91 26
2 99 28
99 53 19
53 52 24
52 51 27
51 22 22
22 68 19
68 92 26
92 85 3
92 93 25
93 43 24
43 25 25
25 24 7
24 3 9
93 5 26
22 96 30
96 95 8
96 20 22
20 19 17
96 87 30
87 14 4
14 77 15
95 94 31
87 88 32
88 26 18
3 81 33
12 8 33
81 84 35
20 21 36
21 7 11
7 6 12
6 30 14
30 31 6
14 13 38
13 17 15
13 80 28
17 18 30
24 59 38
59 60 34
60 61 16
59 72 34
72 71 25
53 54 38
54 69 22
69 70 22
70 35 34
35 36 7
36 37 2
99 98 38
98 97 8
54 55 39
55 23 3
55 62 11
55 34 15
55 56 19
56 11 3
51 50 40
17 16 42
16 15 24
16 9 36
9 58 22
58 57 30
57 32 33
32 33 30
26 27 43
27 67 29
67 66 7
11 10 45
50 49 45
49 48 9
48 47 32
66 73 45
69 42 45
81 82 45
82 83 37
83 45 10
45 44 41
12 41 46
41 40 24
40 39 30
30 29 47
29 28 49
39 38 49
91 90 51
90 89 51
89 76 30
85 86 56
86 63 14
63 64 5
64 65 31
86 75 34
75 74 30
28 46 63
5 4 65
80 79 87
79 78 13
Total MST weight: 2727
Execution time: 1.2122 ms
